branded_food_category,"Carbohydrate, by difference_count","Carbohydrate, by difference_mean","Carbohydrate, by difference_std","Carbohydrate, by difference_min","Carbohydrate, by difference_25%","Carbohydrate, by difference_50%","Carbohydrate, by difference_75%","Carbohydrate, by difference_max",Cholesterol_count,Cholesterol_mean,Cholesterol_std,Cholesterol_min,Cholesterol_25%,Cholesterol_50%,Cholesterol_75%,Cholesterol_max,Energy_count,Energy_mean,Energy_std,Energy_min,Energy_25%,Energy_50%,Energy_75%,Energy_max,"Fiber, total dietary_count","Fiber, total dietary_mean","Fiber, total dietary_std","Fiber, total dietary_min","Fiber, total dietary_25%","Fiber, total dietary_50%","Fiber, total dietary_75%","Fiber, total dietary_max",Protein_count,Protein_mean,Protein_std,Protein_min,Protein_25%,Protein_50%,Protein_75%,Protein_max,"Sugars, total including NLEA_count","Sugars, total including NLEA_mean","Sugars, total including NLEA_std","Sugars, total including NLEA_min","Sugars, total including NLEA_25%","Sugars, total including NLEA_50%","Sugars, total including NLEA_75%","Sugars, total including NLEA_max",Total lipid (fat)_count,Total lipid (fat)_mean,Total lipid (fat)_std,Total lipid (fat)_min,Total lipid (fat)_25%,Total lipid (fat)_50%,Total lipid (fat)_75%,Total lipid (fat)_max,PE_ratio_count,PE_ratio_mean,PE_ratio_std,PE_ratio_min,PE_ratio_25%,PE_ratio_50%,PE_ratio_75%,PE_ratio_max
Non Alcoholic Beverages  Ready to Drink,2439.0,34.733403034030154,91.5294336175921,0.0,4.64,7.5,11.365,400.0,2439.0,0.0897908979089791,0.6389515976326304,0.0,0.0,0.0,0.0,11.0,2439.0,133.35629356293563,340.9631651304228,1.0,21.0,31.0,47.0,1500.0,2439.0,0.19499794997949993,0.5326343337279784,0.0,0.0,0.0,0.1,8.5,2439.0,0.36143091430914454,0.8518170767742819,0.0,0.0,0.0,0.56,6.84,2439.0,33.41375563755619,90.85154998241744,0.0,3.12,6.67,10.53,400.0,2439.0,0.042209922099220955,0.20464017172858645,0.0,0.0,0.0,0.0,2.33,2439.0,1.114138124604466,1.9411171712266213,0.0,0.0,0.0,1.5,15.657894736842104
Non Alcoholic Beverages – Not Ready to Drink,15.0,19.895333333333333,30.837120225622943,2.3,6.09,6.19,10.675,96.44,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,77.66666666666667,119.55851326960408,9.0,23.0,24.0,45.5,371.0,15.0,0.006666666666666667,0.025819888974716113,0.0,0.0,0.0,0.0,0.1,15.0,0.0033333333333333335,0.012909944487358056,0.0,0.0,0.0,0.0,0.05,15.0,18.581333333333337,28.609139365561056,2.04,5.82,5.85,9.865,92.35,15.0,0.012666666666666666,0.024918916127158918,0.0,0.0,0.0,0.01,0.09,15.0,0.000931098696461825,0.0036061297450720835,0.0,0.0,0.0,0.0,0.013966480446927373
Non Alcoholic Beverages – Ready to Drink,388.0,7.910824742268041,5.579243633751882,0.0,5.23,6.12,11.03,81.17,388.0,0.15979381443298968,0.8354125742792978,0.0,0.0,0.0,0.0,11.0,388.0,33.75,23.943665041242852,1.0,22.0,24.5,47.0,326.0,388.0,0.20489690721649503,0.7080575311234169,0.0,0.0,0.0,0.1,8.5,388.0,0.4587886597938144,1.174629449152714,0.0,0.0,0.0,0.4875,6.84,388.0,6.989587628865974,4.445943345636716,0.0,4.8125,5.81,10.0825,54.16,388.0,0.07007731958762888,0.2571815920069226,0.0,0.0,0.0,0.0,2.33,388.0,1.0262172959598628,2.07314146039245,0.0,0.0,0.0,1.4207792207792207,15.657894736842104
Nut & Seed Butters,8436.0,27.452580606923007,11.517498772010702,0.0,21.88,25.0,29.41,87.5,8436.0,0.5930535798956852,8.59645198409566,0.0,0.0,0.0,0.0,243.0,8436.0,570.7863916548127,79.21846099034688,30.0,562.0,594.0,600.0,900.0,8436.0,7.228437648174104,3.088008583767343,0.0,6.2,6.2,9.4,33.3,8436.0,20.210705310574394,7.531187258187922,0.0,18.18,21.88,22.22,81.97,8436.0,12.958598862020065,12.743795828588658,0.0,6.25,9.38,12.5,78.95,8436.0,45.092112375533645,11.524952715681133,0.0,43.75,47.06,50.0,100.0,8436.0,3.624376852283696,1.8714072615761053,0.0,3.1565656565656566,3.6835016835016834,3.893238434163701,49.72727272727273
Nuts/Seeds  Prepared/Processed,72.0,23.46347222222223,9.895042884664946,14.55,16.67,18.52,28.0,48.39,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,617.7083333333334,58.64873652325895,500.0,568.75,630.0,667.0,704.0,72.0,8.508333333333335,2.570950939320773,3.3,7.1,7.7,10.7,21.4,72.0,22.25138888888888,5.261699052307906,12.5,17.86,22.22,26.09,30.77,72.0,8.281805555555556,10.714459931495876,0.0,3.33,3.57,7.14,40.0,72.0,49.07902777777777,8.188532888891451,29.03,45.8225,52.45,53.85,59.26,72.0,3.5807448184198662,0.7023265014463833,2.354048964218456,3.125968992248062,3.450793650793651,4.213270142180095,5.330223880597015
Nuts/Seeds  Unprepared/Unprocessed (Shelf Stable),6.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,567.0,0.0,567.0,567.0,567.0,567.0,567.0,6.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,6.0,26.670000000000005,3.891802844472395e-15,26.67,26.67,26.67,26.67,26.67,6.0,3.3299999999999996,4.864753555590494e-16,3.33,3.33,3.33,3.33,3.33,6.0,36.67000000000001,7.78360568894479e-15,36.67,36.67,36.67,36.67,36.67,6.0,4.703703703703703,0.0,4.703703703703703,4.703703703703703,4.703703703703703,4.703703703703703,4.703703703703703
Nuts/Seeds - Prepared/Processed (Shelf Stable),20.0,18.270500000000006,5.595023611257268,11.11,16.67,16.67,16.67,36.67,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,606.4,71.77992682315049,333.0,627.0,633.0,633.0,633.0,20.0,8.41,4.638727139386861,4.4,6.7,6.7,6.975,21.9,20.0,25.833500000000004,4.4155839752070465,16.67,23.33,26.67,27.605,35.56,20.0,2.9709999999999996,2.9339104496074504,0.0,1.7025000000000001,3.33,3.33,13.33,20.0,48.2655,10.346562345456633,11.67,50.0,50.489999999999995,53.33,56.67,20.0,4.320330888016491,0.8618712106372454,2.63349131121643,4.081358609794629,4.213270142180095,4.739336492890995,6.006006006006006
Nuts/Seeds – Prepared/Processed,21.0,25.241428571428575,9.520912921413725,14.81,17.86,21.43,28.57,43.75,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,609.8571428571429,61.123060880723,500.0,562.0,607.0,667.0,704.0,21.0,8.604761904761903,2.11765818546719,3.6,7.1,8.7,10.7,11.1,21.0,19.56666666666667,3.8825356834591145,12.5,17.86,21.43,22.22,25.0,21.0,9.701904761904759,10.478765012656607,3.57,3.57,3.7,8.0,36.67,21.0,49.3647619047619,8.411747511098762,32.14,44.0,53.57,55.56,59.26,21.0,3.197582041084794,0.5227945840026358,2.354048964218456,2.858,3.1561119293078055,3.450793650793651,4.378283712784588
Oils Edible,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,841.0882352941177,126.97724909011202,120.0,867.0,867.0,867.0,867.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,90.9967647058823,13.452967007585709,14.0,93.33,93.33,93.33,93.33,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Oriental, Mexican & Ethnic Sauces",6454.0,20.725151843817663,16.06642128727447,0.0,7.14,15.08,31.25,192.0,6454.0,3.552060737527115,14.57816376510254,0.0,0.0,0.0,0.0,167.0,6454.0,157.8391695072823,126.78217411865175,13.0,67.0,127.0,200.0,900.0,6454.0,1.3084443755810364,2.6008357852004598,0.0,0.0,0.0,1.7,24.3,6454.0,2.421964673070979,3.5723197961346838,0.0,0.0,1.43,3.33,29.09,6454.0,13.862657266811231,14.740409616918821,0.0,3.23,6.67,21.8275,112.0,6454.0,7.074755190579459,12.82638738267456,0.0,0.0,1.67,7.545,100.0,6454.0,2.095264540732842,3.772858322885639,0.0,0.0,1.0,2.5046728971962615,40.39393939393939
Other Condiments,493.0,40.806937119675474,21.1950948878983,11.76,20.0,40.0,53.33,110.0,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,168.13793103448276,84.08791639901992,33.0,100.0,158.0,233.0,400.0,493.0,0.40283975659229204,1.7458871672283547,0.0,0.0,0.0,0.0,13.3,493.0,0.010811359026369169,0.10774174422175536,0.0,0.0,0.0,0.0,1.33,493.0,35.73647058823535,19.43121099387957,6.67,20.0,33.33,47.06,93.33,493.0,0.20482758620689656,1.8290924214119657,0.0,0.0,0.0,0.0,22.58,493.0,0.0031269419260034704,0.03182175710815833,0.0,0.0,0.0,0.0,0.4291845493562232
Other Cooking Sauces,2450.0,17.495477551020347,33.75578592142745,0.0,6.67,10.94,20.0,1050.0,2450.0,6.380408163265306,24.02257903787196,0.0,0.0,0.0,0.0,268.0,2450.0,146.4734693877551,178.42155885587707,12.0,61.0,100.0,167.0,4000.0,2450.0,1.1357142857142837,2.702418271868492,0.0,0.0,0.0,1.6,43.0,2450.0,2.029114285714297,4.4160224707569,0.0,0.0,1.56,2.4,100.0,2450.0,11.652314285714345,27.065371612785825,0.0,1.67,5.66,13.33,800.0,2450.0,7.196302040816334,14.412901655632975,0.0,0.0,1.67,7.2,93.33,2450.0,2.017077558252173,3.5686606835750587,0.0,0.0,1.256198347107438,2.8548387096774195,52.083333333333336
Other Deli,7338.0,16.790756336876512,35.2432126141904,0.0,10.37,15.07,20.77,2941.77,7338.0,115.67811392750068,2110.1548339942565,0.0,9.0,21.0,33.0,66667.0,7338.0,163.10357045516488,110.16128243908545,9.0,118.0,150.0,204.0,7458.0,7338.0,1.4475061324611407,1.2414263342457617,0.0,0.8,1.2,1.8,17.6,7338.0,7.337285363859353,4.581572555036969,0.0,4.282500000000001,7.06,9.86,196.85,7338.0,3.373721722540206,17.420393500894495,0.0,1.41,2.14,3.53,1463.05,7338.0,7.550164895066757,5.611251747781135,0.0,3.78,6.335,10.33,165.35,7338.0,4.6986303253571835,2.4885469101584814,0.0,3.0809248554913293,4.290909090909091,5.900826446280992,32.86
Other Drinks,5543.0,22.76174995489803,64.84496443795923,0.0,3.94,7.93,11.67,625.0,5543.0,6.455890312105358,28.75867736615972,0.0,0.0,0.0,3.0,550.0,5543.0,138.08876059895363,395.62322192922426,1.0,21.0,46.0,59.0,4375.0,5543.0,0.7920079379397507,3.674335188117681,0.0,0.0,0.0,0.4,100.0,5543.0,5.037355222803492,18.188353367929558,0.0,0.0,0.5,2.11,272.73,5543.0,17.232821576763563,50.81679803203402,0.0,2.54,5.91,10.0,391.67,5543.0,3.1020458235612636,12.037318804094484,0.0,0.0,0.28,1.25,170.0,5543.0,2.9142207582596753,4.201721882693471,0.0,0.0,1.8571428571428572,3.8181818181818183,46.333333333333336
Other Frozen Desserts,5650.0,32.7416407079646,23.06827300543137,0.02,24.73,31.03,37.84,600.0,5650.0,37.91893805309734,1061.8917904847679,0.0,0.0,0.0,37.0,79787.0,5650.0,260.57097345132746,136.54851096584662,11.0,192.25,250.0,323.0,2692.0,5650.0,1.877982300884946,2.258727139656269,0.0,0.8,1.3,2.4,38.5,5650.0,3.293800000000001,3.626544837536874,0.0,1.74,2.8,4.29,49.79,5650.0,21.23973274336288,17.772691106757478,0.0,15.89,20.2,25.0,500.0,5650.0,13.48520530973445,7.850853282175623,0.0,8.76,12.68,17.65,92.31,5650.0,1.3103190254168946,1.1748572409972031,0.0,0.7695652173913043,1.053763440860215,1.5163636363636364,20.40909090909091
Other Frozen Meats,413.0,4.494576271186443,6.881391371720905,0.0,0.0,1.02,7.06,35.0,413.0,59.3728813559322,34.92233325368625,0.0,45.0,58.0,71.0,301.0,413.0,209.72639225181598,75.6611326635621,58.0,152.0,186.0,294.0,400.0,413.0,0.3000000000000002,0.8211701336200168,0.0,0.0,0.0,0.0,5.9,413.0,16.624092009685214,4.052390815507646,7.14,14.29,16.33,18.82,29.41,413.0,2.6598062953995174,4.798454035148816,0.0,0.0,0.0,3.57,21.43,413.0,13.768765133171893,9.364413539946364,0.0,6.43,10.0,25.0,38.0,413.0,9.184387075689601,4.404832603134675,3.1179039301310043,5.006410256410256,8.345132743362832,12.017021276595745,25.54639175257732
Other Grains & Seeds,3388.0,51.993482880755664,21.76418397719287,0.0,33.33,63.33,69.57,120.0,3388.0,0.08264462809917356,0.9632851942982603,0.0,0.0,0.0,0.0,20.0,3388.0,419.93949232585595,103.92911752307502,20.0,357.0,378.0,500.0,836.0,3388.0,15.630844155844052,12.00648293026733,0.0,6.7,10.0,26.7,71.7,3388.0,16.16595336481708,9.2615404118486,0.0,12.96,14.29,18.18,241.67,3388.0,1.825061983471071,3.7360493971595883,0.0,0.0,0.0,2.5,38.89,3388.0,17.327671192443873,16.8706868150811,0.0,3.57,6.05,33.33,66.67,3388.0,3.847288586298802,2.071869666188544,0.0,3.3323615160349855,3.5777126099706744,4.003003003003003,48.334
Other Meats,4253.0,6.277615800611347,8.415059553382587,0.0,0.0,2.86,9.62,95.0,4253.0,166.00258640959322,4378.739720214927,0.0,0.0,0.0,63.0,142857.0,4253.0,187.67387726310838,79.7977403616834,9.0,130.0,183.0,235.0,714.0,4253.0,1.7314131201504745,2.6693102335689582,0.0,0.0,0.0,2.5,25.0,4253.0,16.974961203856097,6.802162284158471,0.0,14.14,17.22,20.0,78.26,4253.0,1.4292828591582503,3.63796591908051,0.0,0.0,0.0,1.79,87.5,4253.0,10.487834469786058,8.050992456124083,0.0,4.17,8.7,15.18,71.43,4253.0,9.909590130513607,4.309328197894279,0.0,6.784,9.545,12.31304347826087,75.34782608695652
Other Snacks,20603.0,40.530986749502546,30.4805311243994,0.0,17.86,45.16,60.71,1400.0,20603.0,87.43042275396787,1900.0699361869383,0.0,0.0,0.0,88.0,160714.0,20603.0,427.7661020239771,213.39450036818354,5.0,321.0,452.0,500.0,15000.0,20603.0,2.9085472989368615,4.479398119707741,0.0,0.0,0.9,3.6,100.0,20603.0,20.429087511529186,16.037962060921146,0.0,7.14,14.29,32.94,130.0,20603.0,11.552705916614832,13.015069338750497,0.0,3.33,6.67,18.52,116.67,20603.0,20.783426685434684,17.896941692732227,0.0,6.98,20.93,32.26,900.0,20603.0,5.884657684404736,10.339604909494195,0.0,1.5387931034482758,3.1828103683492497,10.007005253940456,1214.2
Other Soups,9430.0,28.29915164369077,31.13407929901122,0.0,6.94,9.8,60.0,1400.0,9430.0,12.067020148462355,143.22470867493507,0.0,0.0,0.0,12.0,8439.0,9430.0,182.10074231177094,171.63624427676396,1.0,54.0,99.0,333.0,7000.0,9430.0,3.010084835630993,5.677009684481497,0.0,0.4,1.2,2.9,200.0,9430.0,6.317762460233247,7.677456840296763,0.0,2.04,3.67,8.89,300.0,9430.0,4.491846235418907,7.759846944391766,0.0,1.22,2.2,4.635,200.0,9430.0,4.9512841993637355,5.940136260020147,0.0,0.88,2.64,6.67,62.5,9430.0,4.079335138141969,12.127220452853987,0.0,2.1653543307086616,3.3561643835616444,5.0285714285714285,816.0
"Pancakes, Waffles, French Toast & Crepes",444.0,53.15711711711707,15.899297293408141,0.0,42.83,57.14,64.1,75.0,444.0,34.101351351351354,38.05456576544219,0.0,4.0,25.5,47.0,188.0,444.0,374.8445945945946,120.11533468962453,93.0,265.5,422.0,466.0,567.0,444.0,2.144819819819818,1.6798621930913973,0.0,0.9,1.7,3.1,8.8,444.0,6.020427927927919,3.592066131645779,0.0,4.0,6.17,7.14,20.59,444.0,24.64038288288288,12.869834402609317,0.0,12.2875,27.165,34.38,56.0,444.0,14.895405405405398,8.551641378365277,0.0,6.08,17.86,22.0,36.67,444.0,1.9364322989967178,1.6679093418812476,0.0,1.2431530482413577,1.5404157043879907,2.220779220779221,12.506666666666668
Pasta Dinners,5670.0,61.5079858906521,22.822429597099486,0.0,48.48,67.86,71.43,714.29,5670.0,25.202645502645503,327.3716963661321,0.0,0.0,7.0,14.0,7143.0,5670.0,345.87019400352733,100.06570293739401,70.0,329.0,357.0,370.0,3571.0,5670.0,2.6289065255731354,1.5913026656348424,0.0,1.7,2.4,3.1,14.3,5670.0,11.867416225749643,4.238564015773099,0.0,10.61,11.67,12.86,114.29,5670.0,6.347626102292764,4.2424398769994776,0.0,3.54,5.71,8.62,100.0,5670.0,5.647768959435636,3.9957642787067917,0.0,2.33,4.76,9.09,43.33,5670.0,3.4450239520629844,0.7897616788219292,0.0,3.0775623268698062,3.33587786259542,3.7096774193548385,9.00900900900901
Pasta by Shape & Type,19131.0,62.08505566880635,19.533189511284604,0.07,45.22,73.21,75.0,397.35,19131.0,52.87162197480529,1622.062325048184,0.0,0.0,0.0,14.0,70000.0,19131.0,320.3372536720506,68.67906911282294,6.0,286.0,357.0,357.0,571.0,19131.0,4.037436621190775,3.188002436376123,0.0,2.4,3.6,3.6,63.2,19131.0,11.67866081229417,3.789471708991172,0.0,10.71,12.5,12.5,60.0,19131.0,2.42151429616852,1.68952623651142,0.0,1.18,2.16,3.57,49.09,19131.0,3.117350373739267,2.9058133001282265,0.0,1.79,1.79,3.51,65.71,19131.0,3.7153408320061314,1.2421771404774244,0.0,3.3333333333333335,3.5014005602240896,4.0,34.72222222222222
Pasta/Noodles,231.0,28.21004329004331,22.226505925365142,7.14,12.4,14.12,31.66,75.71,231.0,5.4978354978354975,5.729310193606252,0.0,2.0,4.0,7.0,28.0,231.0,172.0909090909091,109.44371376289016,48.0,90.5,105.0,214.0,464.0,231.0,1.8380952380952367,1.160893137996254,0.3,1.2,1.6,2.4,7.1,231.0,6.834935064935065,4.4652290335269536,0.79,3.1799999999999997,3.77,12.3,13.22,231.0,2.8713852813852836,1.269040645372916,0.0,1.9849999999999999,3.17,4.045,6.96,231.0,3.6498701298701324,1.8831129363069279,0.4,2.44,3.61,4.45,17.86,231.0,3.9174531073016112,1.2162861977758035,1.6458333333333333,3.1999608048079438,3.483240223463687,3.9558589607635204,6.957219251336898
Pasta/Noodles - Not Ready to Eat (Frozen),1.0,15.29,,15.29,15.29,15.29,15.29,15.29,1.0,14.0,,14.0,14.0,14.0,14.0,14.0,1.0,133.0,,133.0,133.0,133.0,133.0,133.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,5.49,,5.49,5.49,5.49,5.49,5.49,1.0,2.35,,2.35,2.35,2.35,2.35,2.35,1.0,5.1,,5.1,5.1,5.1,5.1,5.1,1.0,4.12781954887218,,4.12781954887218,4.12781954887218,4.12781954887218,4.12781954887218,4.12781954887218
Pastry Shells & Fillings,1621.0,34.00351634793326,15.92753570634976,8.24,25.88,29.21,35.8,100.0,1621.0,5.379395434916718,22.77069906005603,0.0,0.0,0.0,0.0,233.0,1621.0,159.78901912399752,105.61970519869587,33.0,106.0,118.0,146.0,575.0,1621.0,1.1227020357803958,1.0169564144135308,0.0,0.0,1.2,1.2,8.0,1621.0,0.9983898827884017,2.4095857563144376,0.0,0.0,0.0,1.18,14.29,1621.0,23.210894509561978,12.87169393254769,0.0,19.51,21.18,24.71,90.0,1621.0,2.132899444787165,6.3430916621900355,0.0,0.0,0.0,0.0,40.0,1621.0,0.3912960254929541,0.7431491349889814,0.0,0.0,0.0,0.8368794326241135,5.008264462809917
"Pepperoni, Salami & Cold Cuts",11887.0,3.484230672162908,3.841496492294558,0.0,1.79,3.57,5.08,101.79,11887.0,248.04736266509633,3985.5532129750654,0.0,45.0,54.0,78.0,107143.0,11887.0,199.17716833515604,122.66325795192074,18.0,107.0,125.0,302.0,893.0,11887.0,0.05062673508875244,0.3625485201763413,0.0,0.0,0.0,0.0,6.9,11887.0,18.999736687136963,4.922469303585692,0.0,16.07,17.86,21.43,64.29,11887.0,1.8809708084462995,2.283726983380232,0.0,0.0,1.79,3.57,41.38,11887.0,12.019700513165452,13.021751582646408,0.0,1.79,4.29,23.21,71.43,11887.0,12.601552986128164,6.034337557384568,0.0,6.926724137931035,13.355140186915888,16.69158878504673,109.11111111111111
"Pickles, Olives, Peppers & Relishes",15788.0,11.202529136053153,10.886069485514513,0.0,4.13,7.075,15.022499999999999,142.86,15788.0,10.812389156321256,179.1762639033682,0.0,0.0,0.0,7.0,22124.0,15788.0,132.7420825943755,96.79915876134945,3.0,54.0,133.0,173.0,1187.0,15788.0,2.0607993412717907,4.05601112472455,0.0,0.0,1.3,3.3,100.0,15788.0,2.4676539143653464,3.885983158815527,0.0,0.0,0.0,3.57,100.0,15788.0,5.253406384595987,9.003977297325237,0.0,0.0,2.26,5.785,128.57,15788.0,8.661332024322263,9.973991538379737,0.0,0.0,7.14,13.33,100.0,15788.0,2.1801373681332445,5.247193116688834,0.0,0.0,0.0,3.336448598130841,121.21212121212122
Pickles/Relishes/Chutneys/Olives,31.0,3.529032258064514,2.3008829534749053,0.0,3.57,3.57,3.57,8.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,17.419354838709676,7.5796842218674145,5.0,18.0,18.0,18.0,30.0,31.0,0.3548387096774194,0.48637345711391994,0.0,0.0,0.0,1.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.4193548387096775,2.7901516511758166,0.0,0.0,0.0,1.0,8.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pies/Pastries - Sweet (Shelf Stable),108.0,71.81018518518519,1.8376610395355997,67.3,70.7,72.19999999999999,73.0,76.0,108.0,0.12037037037037036,0.42618921234746965,0.0,0.0,0.0,0.0,2.0,108.0,391.72222222222223,12.016214383061271,360.0,385.0,391.0,396.0,426.0,108.0,1.7861111111111099,1.1695880202326168,1.1,1.2,1.4,1.7,6.0,108.0,4.308333333333331,0.5859930464325408,3.4,3.8,4.3,4.7,6.2,108.0,31.861111111111107,2.985661476930808,24.6,30.1,31.4,34.0,38.9,108.0,9.947222222222225,1.9014730312243517,4.7,9.4,9.7,10.6,15.3,108.0,1.1009416693694598,0.15379264003148208,0.8695652173913043,0.9693877551020408,1.059283760575027,1.184573002754821,1.5308641975308641
Pies/Pastries/Pizzas/Quiches - Savoury (Frozen),10.0,28.282,3.6529282013809743,24.52,25.475,26.595,30.6,34.12,10.0,8.2,3.5213633723318014,0.0,7.0,9.0,10.0,12.0,10.0,233.7,13.896842167277509,219.0,221.0,233.0,241.0,259.0,10.0,1.45,0.4352521619066865,0.7,1.3,1.4,1.625,2.4,10.0,7.513,0.6977909588280878,6.38,7.092499999999999,7.405,8.1175,8.62,10.0,2.508,0.5544326429383064,1.72,2.17,2.625,2.81,3.53,10.0,10.319999999999999,0.8087576206063776,9.41,9.8775,10.17,10.745000000000001,12.06,10.0,3.215679978168879,0.2419291340975909,2.863070539419087,3.001798330636505,3.2869136571191366,3.3384723828802776,3.576763485477178
Pizza,13053.0,26.670205316785218,6.724198271029839,0.0,23.31,26.87,30.14,288.24,13053.0,21.751398146020072,11.578438696282324,0.0,15.0,21.0,28.0,235.0,13053.0,240.8254807323987,46.22772586951968,4.0,223.0,240.0,257.0,2471.0,13053.0,1.5950815904389815,0.9772356923403472,0.0,1.2,1.4,1.7,17.6,13053.0,10.150489542633812,2.565512238751183,0.01,8.84,10.18,11.41,94.12,13053.0,2.9634313950815865,1.696058983279663,0.0,2.05,2.63,3.47,36.03,13053.0,10.486741745192658,3.516607879494116,1.76,8.4,10.29,12.24,105.88,13053.0,4.340262590910498,4.9110655883288405,0.005,3.7195121951219514,4.245967741935484,4.725806451612903,352.5
Pizza Mixes & Other Dry Dinners,1652.0,38.16035714285707,25.691608845009974,0.0,14.06,29.17,66.67,92.59,1652.0,14.709443099273608,65.5105862172986,0.0,0.0,0.0,14.0,917.0,1652.0,232.6228813559322,121.27594430438347,23.0,121.0,200.0,348.0,550.0,1652.0,4.006416464891029,4.859004889827271,0.0,1.4,2.4,4.425000000000001,37.5,1652.0,8.951761501210658,8.198123729959244,0.0,4.0,7.04,11.11,90.0,1652.0,4.130514527845045,4.414499117762016,0.0,1.41,3.0,5.43,40.35,1652.0,5.185254237288142,5.089481010408834,0.0,2.08,3.57,6.57,45.0,1652.0,3.948534588139673,2.4409801534135105,0.0,2.511904761904762,3.3363363363363363,4.631752050766136,19.271948608137045
Plant Based Milk,5035.0,11.916895729890676,37.20357716176442,0.0,1.25,3.75,7.5,412.5,5035.0,3.597219463753724,22.642596130516665,0.0,0.0,0.0,0.0,273.0,5035.0,131.2017874875869,301.2116456901774,10.0,25.0,42.0,62.0,3000.0,5035.0,1.4904468718966795,4.582005416645353,0.0,0.0,0.4,0.7,63.6,5035.0,7.817014895729605,31.6939971845705,0.0,0.42,0.83,2.92,272.73,5035.0,7.767960278053509,26.062168204355512,0.0,0.42,2.5,5.075,262.5,5035.0,6.001086395233496,12.121377360084349,0.0,1.04,1.46,3.33,137.5,5035.0,4.054272137254878,4.56430520832566,0.0,1.2727272727272727,2.4705882352941178,5.0,24.285714285714285
Plant Based Water,1109.0,8.05843101893597,20.119268506225737,0.41,4.58,5.45,6.54,380.0,1109.0,0.0387736699729486,0.3695698692523143,0.0,0.0,0.0,0.0,5.0,1109.0,36.18034265103697,93.31716777188151,1.0,19.0,21.0,29.0,1500.0,1109.0,0.11605049594229032,1.153613965572277,0.0,0.0,0.0,0.0,21.1,1109.0,0.23844905320108184,2.019853698720332,0.0,0.0,0.0,0.0,41.67,1109.0,6.802768259693414,17.10015592539387,0.0,4.06,4.9,5.83,320.0,1109.0,0.3294409377817855,3.007422384428018,0.0,0.0,0.0,0.0,58.33,1109.0,0.38362832114400314,1.5298215895620257,0.0,0.0,0.0,0.0,15.538461538461538
Popcorn (Shelf Stable),8.0,57.72875,12.272739172072155,38.89,47.772499999999994,62.94,67.1075,69.7,8.0,5.75,10.977249200050075,0.0,0.0,0.0,4.5,28.0,8.0,458.875,127.63501254973664,303.0,357.75,470.5,523.25,643.0,8.0,8.1125,3.225539821930144,2.6,6.725,8.0,10.075,12.1,8.0,8.205,2.6846760911301226,2.63,7.06,8.99,9.495000000000001,11.11,8.0,6.192500000000001,12.718391351559701,0.0,0.0,0.0,5.955,36.84,8.0,24.253750000000004,16.06666285689542,4.55,12.105,22.745,35.815,46.43,8.0,1.9061578019086385,0.8029348348141431,0.5548523206751055,1.6065098444160406,1.8479950900163666,2.177730192719486,3.0
"Popcorn, Peanuts, Seeds & Related Snacks",64674.0,41.29678309676429,21.821756415867423,0.0,21.43,40.62,57.14,1171.43,64674.0,6.9650245848408945,320.437805738862,0.0,0.0,0.0,0.0,35714.0,64674.0,536.2250827225779,94.06727410115258,19.0,475.0,540.0,596.0,8000.0,64674.0,7.026058385130335,3.824981128096744,0.0,3.6,7.1,10.0,150.0,64674.0,13.79034774407153,7.66451462136276,0.0,7.14,13.33,20.0,300.0,64674.0,19.024881559820876,19.730060444599076,0.0,3.57,7.14,35.71,533.33,64674.0,37.93314624114759,16.722804241568912,0.0,25.0,38.46,50.0,650.0,64674.0,2.5492277394259526,1.6509436413160181,0.0,1.4285714285714286,2.5019011406844105,3.3346303501945527,99.90209790209792
