fdc_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2199974,2199974,1588242,494258,2136279,442808,532732,547008,1980066,1622875,1776087,488775,801751,1907526,1586255,1363545,1487123,492762,2086133,701120,1586857,1537204,501325,646574,1789186,756250,2165302,2216277,1716957,497599,438556,701122,1512189,636172,1123113,1656600,546912,438557,1774648,608306,809364,1153506,1937754,613576,613018,2232814,1678688,2062312,593957,1747085,2132812
1741187,1741187,1357942,772684,736024,1760560,1056011,620260,1864594,1600462,373233,1138752,1553270,1201521,1619424,363761,469642,718858,1978817,348676,593458,1525466,1666517,450629,1304444,448712,1034415,1312522,397279,1866400,550982,445059,1249848,1825561,1724742,362861,2178803,2192345,617936,1861107,1505396,532825,1253885,1940867,2010837,1659864,411214,1891395,1426109,1846509,1724493
1494886,1494886,1199588,537136,1244732,438075,2020487,2023395,537141,1715831,1863658,804037,1423542,1126367,1178748,1725766,2155398,1545801,1748508,2163413,365598,1882955,376752,1480913,719292,407163,1307215,1416591,2105575,1931361,1742580,1836144,408831,2105388,1326409,1171214,2216628,353697,479953,762630,2109755,1807697,958893,1820751,2090784,579866,2104146,2205147,570814,734204,1546214
1899752,1899752,1276232,394523,1974925,434936,2093550,1326034,532619,1735032,671836,442462,440219,487290,2095424,2077336,404897,596337,1769317,1214890,383418,1957125,1597689,1516942,1149023,1317615,393635,1647782,1951365,2134591,1998097,602806,409143,477860,569233,1607071,446375,2036244,897316,693592,1907075,406095,1943195,1017469,2218712,2164252,1402843,363096,1045271,630046,746072
1829117,1857614,1829117,1345124,1915907,384647,2248318,464969,2188232,566780,1185380,2022567,1956267,1925811,1269447,2071341,2026417,738338,993001,1866084,2170575,1701921,1418121,1421941,1937321,1702697,1924657,1925804,398551,1987734,1730235,1780675,1690647,1557565,461733,1862792,1895936,586779,1878921,1855510,1865573,1115056,1845861,356783,1423430,1161409,2168272,745718,359188,1070717,576177
2089607,2089607,1252500,1912697,2054055,1538043,560888,1560356,1246963,1958510,398301,1809279,374344,2154040,1887066,1994456,1987792,2031397,2013461,1319727,1898889,1248082,696998,2134047,2217158,2136901,894566,1140758,1542617,1899527,515298,1609485,1693379,1887032,683318,691808,1131828,473711,408921,398273,1422304,574421,2169705,603516,1425624,2057286,566363,2133429,1932042,2181407,1566211
1790933,1790933,1778370,1896178,1141844,897978,1842712,1946975,1676101,2174345,1694460,456394,457453,1689088,456363,456392,1702129,2063241,573106,599137,588768,1388124,1464938,1618612,752952,752954,738818,1982961,968305,1252621,1732271,521426,726640,586949,745910,1129137,1401393,2135588,1886967,2202075,1531794,475634,1834904,1668019,1961487,604473,1678966,486062,2047884,474387,1278342
468889,491786,468889,1216661,1532873,720186,1291448,1575977,1516649,434692,642184,513664,1998252,417114,2156924,1168987,539295,484403,1740340,1740341,2214783,573135,2161818,1916594,2116280,1715069,2190537,556835,2206815,1332899,443488,2099093,1503014,1737558,1904270,2077072,1304685,1115607,521425,2145018,1997704,547653,646456,453872,1792691,2248582,1609165,491758,2136569,1890897,1742221
2180405,2180405,1401792,360811,1345052,1667618,2110835,1928784,1117815,1341313,666302,1305882,588271,1505891,406263,1656063,484535,1885515,1025209,2053615,1072723,720998,439328,1661251,1338225,2125304,678950,2109427,1076653,1174469,2120247,798639,1184544,2179972,1341478,2110918,1986039,2109735,1538017,563644,1598054,960411,2078292,641918,1671618,665182,2105059,2014267,2119836,1763750,574190
770200,540917,770200,1460911,1628811,664016,1737185,1080319,1800686,717272,770070,1169025,1117503,770458,1168911,540878,2108927,1288706,1463975,1190613,1880264,1808879,1747850,398043,378641,1190684,1582339,1919304,1527339,1845792,1301240,1734614,1179154,1460989,540771,1601591,1149502,1461076,1169032,1628895,1336457,1149491,493375,363789,1864535,1507501,1856983,752312,516296,1947266,1539982
1189799,1042553,1189799,757632,1224723,2158338,2179914,2029888,2057524,1343943,1171001,403372,1247004,1167738,726338,1717811,1397440,2195003,1736420,1940707,1293638,539916,2124601,586325,376923,2080644,1135220,539251,1575996,989737,761802,986993,1474728,1058049,2185090,752886,2168856,463877,1370913,1363880,2153223,2107984,1172655,1459638,1334194,762982,1511528,2011355,1203537,1459764,761534
689448,689448,457602,1581932,1496612,1595093,1999044,401829,1868258,1203653,1261895,1778124,564706,894410,524381,1497426,1156105,1595215,1792291,1114309,521969,511888,491395,455746,1957416,1505506,1778449,1778446,2028976,2053438,1158545,391875,1214985,1653961,1767551,1626228,1134110,1081587,2124679,2177059,626752,1424546,1208460,2145553,1778450,2216536,2195467,2164653,1595223,696732,552239
1961988,1961988,1973327,2132114,1694942,1727255,1083965,1498118,2030033,1086353,596387,626148,1802670,1997006,536600,1474974,1608082,1859037,1662852,804999,1662219,1544460,709664,1088481,395972,551343,1554354,1867125,1800577,1615138,526655,660088,1816083,1970932,1620749,1091555,569613,1041079,1502226,1933201,1129776,1817378,2106224,2214484,659330,626140,1116873,1088477,2164599,468914,1669888
1567114,1877619,1567114,425275,1790143,1899195,1242209,518640,731002,2169003,1825455,1679390,1943129,1922530,707772,1747008,2029684,1855744,2044674,1876201,1898851,1945560,2111755,1817136,1237212,1238351,1427847,1229024,1520124,1567112,1681618,1495062,1516694,1588300,2162554,2119234,1232880,1162180,2108143,430765,1622894,2047379,515772,1861052,927144,425370,1529994,1517137,1224791,2203859,1636888
1873348,1873348,429226,1324700,379185,1906289,1529619,424621,1196282,1123916,1681363,593905,421872,1633661,1436379,417024,1768850,2119073,1227679,2050873,431030,2087930,1713136,374562,1719693,2049958,1964947,1502309,1226687,1803954,2091116,625074,545445,1532070,641286,1232880,416265,431084,430522,1237267,1965469,1511577,1960812,2045007,725744,2203078,1435528,473486,421859,509237,1875592
598425,598425,687256,414357,2178250,755902,1953316,589630,1180467,755532,2053413,756696,1632439,1273261,1728479,552686,1300470,1913293,1967824,546168,751730,1989595,550131,1219174,552010,624990,507241,1870946,1595086,1728506,755662,2161482,1392565,632292,1282823,1278817,2186186,387842,2195156,1628700,1281596,1641448,411245,1965851,1266666,2195607,2140799,2114001,1473225,1662258,559381
395280,395280,2016980,955619,673086,1291114,1160144,2086048,1221372,1653779,1615994,1020447,1301126,413064,631798,710876,1216021,1513467,2135382,1002683,1554025,629470,1869224,388847,772476,1300991,1909175,805803,2128467,1639012,2253617,1872373,2069085,1951048,522738,1902769,1860619,1345347,2199449,526130,734294,1698404,1934839,1598795,535564,1328432,369412,1508099,2036645,479839,1331207
439083,439083,756598,585637,1387213,2191295,1937762,1222727,2210176,1287249,801309,1313069,1945305,1669286,439795,490892,1247028,1869404,1603203,1959506,439074,547932,442538,2055811,380771,715508,487209,1602647,1915405,2189784,2067855,2053983,1768821,1850631,1249363,548401,2195775,2180100,1842510,2025837,439899,1999011,2071669,1326532,1905716,1047069,1142754,2195724,1436215,650218,1144275
627156,1136500,1697309,1394551,560818,1498334,563382,1937958,627156,1132933,553312,1122287,1140148,514883,406826,1195554,640190,1041747,436553,1486391,1580508,1863344,1109452,461544,1477298,1869911,1657020,562802,1847867,2183606,593720,1935640,1132924,2031588,2124365,1358966,2027575,462840,1508976,389409,1629090,599727,1704229,725322,1622361,515405,1838170,1477467,1919858,2192900,1132854
382636,382636,795915,1362512,2086938,541125,914788,2187800,2215890,1047669,1328356,1658018,1870643,1509306,1091685,2195296,1944295,1613554,629590,1624061,1870824,407759,517659,1506486,645270,1616907,1591858,399432,1999213,552919,362777,410275,1984276,1617465,2123072,1619494,2171311,1506028,405126,1966301,1256097,1793957,1499173,1256173,2063717,370442,1613910,521798,1218595,447695,1944754
1139519,1139519,1998549,1133968,1499936,398080,512851,1866732,1207899,1111677,1106975,1665088,1067137,1313950,1919727,2079916,1144610,1133933,1972855,1596109,2089211,1596817,1783610,1619815,715602,530578,1599663,1981923,438038,2180638,1029001,1749309,1993815,1132189,1248769,1702709,547262,707674,1775716,1673366,1129968,1942765,533815,542672,1823897,557305,599389,586658,1094135,1968450,1835947
538743,538743,1334739,1791751,563075,2120464,2099560,1633924,1116044,2064420,460823,1839924,730406,1987213,543871,2180397,599700,1289332,952331,1679246,1866038,2093261,2099024,2110688,2022772,591445,2166777,1650592,1713270,1106638,1669770,560537,2101869,586009,1615792,954503,365506,1932017,1802977,1401412,1648156,1918757,1731621,568511,479990,2016832,1731076,525831,1927860,1727118,1079619
1133996,1133996,1133997,480293,461616,371031,1497986,1265393,1133993,1472455,458413,468674,368513,679336,1895210,1395481,2241173,1783686,1859097,1621458,2020384,1896702,1896712,379950,2021030,2195436,1475603,1395535,358978,2233583,1475594,468707,1008555,2007904,1895168,2223357,1485384,468662,1562696,386939,1348226,1682119,360366,1893364,1861361,1676400,1493300,1134006,1981514,404452,1046415
1727050,757420,1727050,471874,1367687,524817,2196442,1540455,2207164,2230430,1358936,1903072,489488,1310186,2082683,409774,2212300,1989532,1137561,509232,1489421,1709613,1218966,2138816,1967380,1582045,480813,1280613,1650126,1759943,1111859,2236656,1847884,639830,1017419,758078,1689788,1958978,970969,1653158,1001101,563816,1263157,601115,2178658,1041115,771668,1631113,1822778,1944665,1803886
387103,1895720,1323156,387103,527162,1163285,1983950,1896246,1559483,1376553,2011196,1591100,1251076,1539476,1732987,1500776,1138513,1281070,1598733,1941653,1870473,1807891,1821930,1869008,1779182,1775902,1858019,687788,1642293,719210,1344688,1191373,1079227,2114516,1641070,1018799,372867,1128583,1980018,535042,2007599,466731,1154281,2173841,394196,1733985,1679335,359604,1562264,1200976,1573093
1848269,1848269,1848318,1848311,1848317,1848267,1848463,1848299,1848313,586781,1989157,469798,1953437,2159782,1848266,589303,567340,2199708,1878538,537770,2187657,1586397,731918,1848335,1848287,1848270,1845855,1999094,2190183,2159347,1794435,1737023,1022225,2236328,587188,1848284,1848338,1848296,2235562,412975,1172586,1994987,2230967,1848519,2184038,2221024,1890746,740966,2236369,2236375,1307565
1328494,1328494,533186,1581333,1324739,1546405,1460429,2130837,1375052,1154572,369620,2219210,1674651,1745850,2015188,604486,1154573,1995218,2202707,807521,743040,2256871,1474311,945386,2167524,2078405,1148808,898086,543724,1033881,1639770,1434878,1474313,1843636,550435,759146,378474,1693219,1805472,1955636,1670757,1566663,1341491,1141522,2011498,1711479,585516,2194144,1254485,513042,536772
1903790,1903790,1548697,388234,734156,1832648,578500,486099,580519,382290,1083531,1924534,1659856,459999,555676,1960215,570837,679748,2184892,447495,1385313,1253600,2180905,1923599,730934,2095395,1322329,1682755,458762,553849,1868511,1998244,530830,1975957,492058,602143,1331180,688098,2208992,764888,1566637,382291,1035037,1977990,1614428,1477405,519775,1966637,1761953,1107269,517780
1791656,1827930,1791656,2173154,1159853,2180299,1157981,1141451,752808,1808309,1660708,1658269,396340,663312,1520978,382924,1570173,1249879,1734350,2134337,1926761,2224120,2228719,2237764,2029438,1023235,2232681,2107924,1414856,1884535,1178943,1681063,602569,1486623,1799571,1160739,1390124,2011043,2175897,388372,993735,396937,1877356,1671595,1679745,522952,1812954,1902757,1659155,956157,1634179
2162099,2162099,860216,1524990,380572,1149890,1535009,635738,1262950,480278,1762043,360363,1386021,2046580,1767825,2132678,1339412,757498,1154322,1576257,533002,759170,1137552,1882314,1217263,2077924,1245676,966837,712750,417992,551266,599976,485633,1737054,700234,1139567,1405288,1938982,1040057,1340090,1232771,1573577,1992450,432793,2176980,2214869,1622612,1242664,1318350,1327021,551761
2161700,2161700,1043329,758040,980915,1624809,1160398,1742885,581522,2232385,751740,555731,751736,751726,1081643,2012994,751724,1158077,752382,1158473,544516,1859472,2234303,2163777,516869,1893335,1757477,1959959,1287155,1157897,2104416,1139493,1714215,1187117,752674,1813776,1723649,1775117,1817704,1913908,1117900,1548385,1895119,1670683,1863660,524606,1856474,1998331,2074096,1889002,1178751
2182379,2192118,2182379,437285,1745709,1183869,1982489,1816977,2049720,1954406,1921901,479313,486150,1881245,2041003,1230960,1402975,1210392,2083555,1541125,2094526,1747988,1282039,1569680,1900548,401843,2144013,590621,551305,453417,2195656,805029,1964644,2186139,1039907,2140149,1039909,1227328,2181125,1873319,1656996,1881242,633142,1738402,1156001,1233908,2046413,634850,1820703,635284,1664539
2164061,2164061,1849304,2232876,594184,2065753,1460184,1849223,1033615,1914288,468244,615116,1781900,1763064,1951029,1941045,1556872,745178,1424095,1146505,2228231,810144,810046,632130,1894400,1303112,691420,409014,1895859,1463623,532930,2228805,2222719,2007911,1849514,479875,1094447,2178569,1936824,409633,1266806,1223294,1611366,1656118,1152784,2136447,753808,1800825,1926374,1624352,1617558
1508198,1508198,1815652,569443,1655722,1466708,1891744,1141019,968135,1261712,1969433,516540,519953,1828117,1153214,371957,1184438,467345,1720622,569441,1778429,1890511,2153700,638876,1934082,455501,372010,1476468,516545,2068933,2215443,2194939,2216767,456370,1748345,1917428,1384040,457435,2199901,565451,456559,1778432,1681302,1158116,1934167,1825461,480525,522178,1913219,2180439,1998942
2216455,2216455,2224222,1600307,1148455,635596,2088518,445674,1567834,1933833,625326,1158616,625320,470542,683382,521989,1933042,397361,2179449,1760255,1790181,613876,2197180,1515943,2194587,2192779,420772,1521294,1732084,1581012,363339,1241539,2049717,1457647,663948,544394,1742836,399921,1633641,1252354,1713396,1566403,1865140,1852315,2108720,1308079,540849,2029096,553511,1745506,1807779
1148050,1148050,1940851,668466,1930028,360667,1761959,1636713,376264,1857708,394941,1630357,377742,2168095,2023829,1212602,1707186,2203292,1300827,1732019,2160581,1793285,1851568,802963,1497044,1193672,384993,1899965,1480479,394745,2191485,1644998,2212083,943764,2256027,575867,1168465,1221619,1672807,1245556,1741174,1577058,557249,1121936,759162,1592817,754168,1634938,448953,1481567,1300906
1789568,1789568,1153703,533571,1984811,1808234,1925750,2177966,436885,1510555,2063163,1837087,1121050,510563,1800916,514265,1780095,1604401,1434492,1126996,374226,476355,1391348,2081883,2047889,1078325,1677918,1009481,1361950,1994552,1328922,1234260,1189039,2139305,707556,1742539,1532596,1152337,1959415,1744800,2170128,2149033,572783,1999571,1367561,420001,1818590,1993646,1680711,2141468,1658295
1856767,1856767,479704,1268212,1096235,2065940,1892637,1556493,1790877,1467085,700538,1580153,1576919,2169874,1902827,593064,1094499,2037847,560205,1076777,1739013,456993,560271,456066,1266435,699028,891426,1509980,1423716,1592551,754706,1475995,2182575,543284,573301,1745522,582410,1662016,755992,1329872,756830,1027787,2196248,2022633,1268211,1791932,972373,1891199,1804479,1902825,1554919
456035,456035,2027623,719510,2184686,639152,527715,2099602,1202336,1553240,1552043,529336,358209,1369435,575359,677302,1377115,642760,1872573,1714974,1154669,1740275,860234,1320697,1613291,875030,1324001,590252,603320,1260653,638832,414805,1133250,413509,378164,2247866,1552722,1024227,658386,362804,1873031,2227404,1848356,1642348,1154668,2221216,378003,1917436,1900847,1462054,2227473
1600770,1600770,547619,757238,1489516,1895780,484059,1935682,2161343,1618493,530531,527842,506160,2154039,1156826,586218,530376,1311637,2122168,628892,658462,2129677,1020007,1116731,985393,1672525,448924,1546675,1891982,580862,1321499,1982362,595672,1890333,432333,1041795,1202853,1179858,550887,2026624,1362316,1953069,1774188,1474472,2023542,1888713,2238632,1478064,1800191,1922560,1081471
1743650,1743650,1992944,1161596,1880123,2179215,1322901,1322553,1837685,2170222,1821157,1959429,735998,1413654,1799039,1282583,1906946,1271469,504511,1994635,1717393,2190378,2016093,2162681,1130272,1636438,1664040,1436372,1268547,1912168,1731702,1226411,698924,1866540,1953194,1746306,1759495,1139979,1060895,1581157,1271470,1466750,1925406,360954,1275379,2255533,667402,1911932,368313,1241246,1603096
2216926,2115862,525265,2216926,436258,514424,1218962,1722791,2052208,1736056,1489421,372699,509232,1264059,1824353,1358571,1882742,2055155,707072,1061981,1135546,1666177,2147054,1891143,2201284,2094047,1710027,1960687,1889647,2145524,679772,1435226,458744,1684368,1777673,2083157,1337941,604885,1654807,761332,1338026,2196442,1830298,1540455,1903072,2074283,1339980,1341867,476321,1557044,943774
2017332,2017332,1487791,548279,1141208,2049268,1180618,2196459,1570390,367542,1743966,1133149,1553403,456847,1778500,2022091,2180730,1460679,1640274,1623667,2225729,2049876,1234527,1277883,2205431,1374435,2089705,2062529,1193039,1762800,1551905,531803,395911,1206000,1767747,419817,1801442,1237406,1202880,1737190,2015047,1867359,720166,2050523,1992824,617716,551385,2114706,522081,1953361,384984
587389,587389,1729602,1800502,2167797,582158,584601,1064739,2188614,1509750,559271,1495465,727052,1677895,1565310,1671644,2113431,1203219,1624315,543674,1418157,572128,2081418,674182,2154360,2182004,1334843,621384,1728476,710282,1838846,378943,391173,1492463,671680,2189594,1142807,1800856,582156,2127612,1118824,1064747,1269388,1179133,1541967,1854632,2190382,1693910,1183259,2174662,1711292
